Transaction_ID,Date_of_Sale,Customer_Age,Customer_Gender,State,City,Product_Category,Carat,Diamond_Clarity,Diamond_Color,Price,Payment_Method,Discount_Applied
TX002938,2023-01-30 02:21:10,37,Male,Maharashtra,Kolkata,Bracelet,2.24,SI2,E,214867.54,Credit Card,6.77
TX002939,2023-01-30 14:05:21,42,Male,West Bengal,Kolkata,Bracelet,1.69,VVS2,D,282043.19,Debit Card,11.98
TX002940,2023-01-30 00:08:10,58,Female,Maharashtra,Delhi,Bracelet,1.28,SI1,E,182256.18,Credit Card,2.52
TX002941,2023-01-30 04:29:24,52,Male,Delhi,Kolkata,Ring,2.35,SI1,F,217715.12,Debit Card,12.72
TX002942,2023-01-30 20:43:18,26,Male,Maharashtra,Mumbai,Bracelet,2.73,VVS2,G,283563.41,Debit Card,11.26
TX002943,2023-01-30 04:08:53,28,Male,Karnataka,Kolkata,Bracelet,2.06,SI2,G,254690.78,Credit Card,9.8
TX002944,2023-01-30 15:58:13,38,Male,Tamil Nadu,Mumbai,Ring,1.08,SI2,G,321295.07,Online,3.33
TX002945,2023-01-30 20:26:53,28,Male,Maharashtra,Bengaluru,Bracelet,0.82,VVS2,D,195779.9,Cash,5.27
TX002946,2023-01-30 17:36:26,42,Male,West Bengal,Chennai,Earring,0.76,VVS1,E,114407.2,Debit Card,11.2
TX002947,2023-01-30 08:45:07,27,Female,West Bengal,Bengaluru,Bracelet,2.34,SI2,E,225782.34,Cash,5.25
TX002948,2023-01-30 18:35:25,29,Male,Maharashtra,Bengaluru,Ring,1.95,SI2,G,182707.59,Online,7.74
TX002949,2023-01-30 19:48:35,47,Male,Tamil Nadu,Bengaluru,Earring,1.67,VVS1,E,207233.82,Debit Card,18.73
TX002950,2023-01-30 23:40:58,37,Female,Gujarat,Delhi,Earring,2.48,VVS2,E,239542.73,Debit Card,14.02
TX002951,2023-01-30 05:45:01,59,Female,Delhi,Delhi,Ring,1.93,SI1,E,382072.4,Debit Card,0.9
TX002952,2023-01-30 13:23:28,60,Male,Karnataka,Ahmedabad,Bracelet,0.74,SI2,G,204706.07,Credit Card,8.08
TX002953,2023-01-30 15:14:05,38,Female,Karnataka,Kolkata,Earring,2.12,VVS2,E,308851.09,Debit Card,6.81
TX002954,2023-01-30 16:20:42,27,Male,Tamil Nadu,Mumbai,Bracelet,2.09,VVS1,D,165379.0,Credit Card,7.84
TX002955,2023-01-30 15:08:11,63,Female,Karnataka,Bengaluru,Ring,2.29,SI2,G,172653.71,Credit Card,8.99
TX002956,2023-01-30 17:18:37,54,Female,Maharashtra,Delhi,Bracelet,0.95,VVS2,F,362538.87,Cash,10.48
TX002957,2023-01-30 16:09:43,52,Male,Delhi,Chennai,Earring,1.15,VVS2,E,131214.73,Cash,7.24
TX002958,2023-01-30 05:47:52,53,Male,Maharashtra,Mumbai,Necklace,1.83,SI1,E,242871.55,Online,6.68
TX002959,2023-01-30 06:01:42,36,Male,Delhi,Bengaluru,Earring,1.19,VVS2,D,66382.3,Debit Card,11.58
TX002960,2023-01-30 06:12:07,41,Male,Gujarat,Kolkata,Necklace,2.0,VVS1,F,125187.14,Credit Card,6.54
TX002961,2023-01-30 03:04:13,30,Female,Tamil Nadu,Kolkata,Ring,1.92,VVS1,G,216737.84,Online,8.93
TX002962,2023-01-30 05:22:11,29,Male,Maharashtra,Kolkata,Necklace,1.67,VVS1,E,183922.32,Online,14.75
TX002963,2023-01-30 06:11:58,63,Male,West Bengal,Ahmedabad,Ring,1.02,VVS2,G,424041.04,Debit Card,3.7
TX002964,2023-01-30 10:03:16,28,Male,Tamil Nadu,Ahmedabad,Bracelet,0.98,VVS2,F,178582.53,Online,8.83
TX002965,2023-01-30 15:43:06,30,Male,Tamil Nadu,Kolkata,Necklace,0.9,SI2,E,264381.25,Cash,0.6
TX002966,2023-01-30 10:13:30,63,Female,Tamil Nadu,Kolkata,Earring,1.89,SI2,G,335611.07,Credit Card,12.86
TX002967,2023-01-30 16:41:09,50,Female,Tamil Nadu,Chennai,Earring,1.7,SI2,D,249416.44,Debit Card,10.48
TX002968,2023-01-30 01:53:43,51,Female,Karnataka,Mumbai,Necklace,2.75,SI1,E,144148.97,Cash,2.03
TX002969,2023-01-30 11:35:29,51,Male,West Bengal,Mumbai,Earring,2.49,VVS1,G,90278.1,Credit Card,4.14
TX002970,2023-01-30 00:36:26,42,Male,Delhi,Delhi,Necklace,2.89,SI1,E,171768.42,Online,7.38
TX002971,2023-01-30 06:26:01,55,Male,Maharashtra,Delhi,Necklace,1.48,SI2,E,242452.33,Credit Card,1.92
TX002972,2023-01-30 00:42:03,50,Female,Tamil Nadu,Delhi,Bracelet,1.43,VVS2,E,161509.24,Cash,3.39
TX002973,2023-01-30 18:29:05,58,Female,Tamil Nadu,Ahmedabad,Necklace,1.93,SI2,E,97356.93,Debit Card,19.83
TX002974,2023-01-30 00:44:25,63,Female,Delhi,Bengaluru,Necklace,1.9,VVS1,D,318983.97,Credit Card,8.89
TX002975,2023-01-30 11:24:56,64,Female,Gujarat,Chennai,Bracelet,2.63,SI2,G,212358.49,Credit Card,10.85
TX002976,2023-01-30 17:09:44,32,Male,Delhi,Chennai,Bracelet,0.59,VVS2,G,55990.68,Online,7.63
TX002977,2023-01-30 21:47:58,57,Male,Gujarat,Mumbai,Ring,2.72,VVS1,F,235627.21,Credit Card,13.82
TX002978,2023-01-30 05:29:23,39,Male,Karnataka,Kolkata,Necklace,0.58,SI2,G,255790.04,Online,6.15
TX002979,2023-01-30 21:09:02,62,Male,Tamil Nadu,Kolkata,Bracelet,1.83,SI2,G,288569.84,Cash,11.67
TX002980,2023-01-30 16:39:12,36,Female,Maharashtra,Chennai,Earring,1.83,SI2,D,303978.26,Credit Card,13.82
TX002981,2023-01-30 12:23:26,63,Male,West Bengal,Mumbai,Earring,1.4,VVS2,G,210421.32,Online,12.1
TX002982,2023-01-30 15:36:17,25,Male,Karnataka,Delhi,Earring,1.49,VVS1,E,126375.21,Debit Card,1.49
TX002983,2023-01-30 00:10:51,59,Male,Gujarat,Chennai,Earring,2.55,SI2,G,272539.31,Credit Card,13.29
TX002984,2023-01-30 17:01:27,44,Female,West Bengal,Mumbai,Bracelet,1.3,SI1,F,290435.39,Cash,9.35
TX002985,2023-01-30 15:39:25,34,Male,Delhi,Bengaluru,Earring,1.97,VVS1,D,142358.67,Credit Card,12.45
TX002986,2023-01-30 00:00:00,49,Male,Karnataka,Bengaluru,Bracelet,2.73,SI1,E,180355.17,Cash,1.6
TX002987,2023-01-30 17:55:42,35,Female,Maharashtra,Kolkata,Bracelet,1.33,VVS2,D,280187.13,Debit Card,9.59
TX002988,2023-01-30 16:46:18,35,Female,Maharashtra,Mumbai,Earring,1.33,VVS1,D,291433.27,Credit Card,9.12
TX002989,2023-01-30 13:16:17,48,Female,Maharashtra,Bengaluru,Ring,2.11,VVS2,D,235048.7,Online,12.61
TX002990,2023-01-30 20:06:11,25,Female,Delhi,Chennai,Earring,0.58,SI1,G,123970.55,Credit Card,4.25
TX002991,2023-01-30 03:49:01,57,Male,Tamil Nadu,Mumbai,Necklace,2.83,VVS2,D,107092.3,Debit Card,7.4
TX002992,2023-01-30 12:08:50,34,Female,Gujarat,Chennai,Ring,0.84,VVS2,D,245505.75,Credit Card,2.77
TX002993,2023-01-30 21:14:14,61,Female,Delhi,Kolkata,Bracelet,2.25,VVS2,F,99381.2,Cash,8.16
TX002994,2023-01-30 10:31:40,45,Female,Delhi,Delhi,Bracelet,2.86,VVS1,F,107763.12,Credit Card,12.04
TX002995,2023-01-30 08:59:18,42,Male,Maharashtra,Bengaluru,Ring,0.67,SI1,F,170041.34,Online,11.11
TX002996,2023-01-30 22:14:20,54,Male,Karnataka,Bengaluru,Earring,0.8,SI2,E,210632.24,Credit Card,19.57
TX002997,2023-01-30 09:05:27,56,Male,Karnataka,Kolkata,Earring,2.68,VVS2,E,144538.91,Cash,2.52
TX002998,2023-01-30 15:33:57,29,Female,Tamil Nadu,Chennai,Ring,1.44,SI2,E,161083.72,Credit Card,13.31
TX002999,2023-01-30 02:54:26,49,Female,Karnataka,Chennai,Earring,1.85,SI2,F,64236.8,Debit Card,12.55
TX003000,2023-01-30 20:12:10,46,Male,Delhi,Mumbai,Necklace,0.84,SI1,F,184757.67,Cash,11.96
TX003001,2023-01-31 16:07:57,41,Male,Maharashtra,Bengaluru,Earring,1.89,VVS1,G,439646.54,Cash,3.81
TX003002,2023-01-31 15:16:05,33,Female,Gujarat,Mumbai,Earring,1.09,SI2,F,387666.44,Online,20.64
TX003003,2023-01-31 20:44:24,28,Female,Karnataka,Chennai,Ring,2.35,VVS1,E,136313.78,Credit Card,4.55
TX003004,2023-01-31 08:04:13,56,Female,West Bengal,Mumbai,Bracelet,2.16,SI2,G,231068.61,Debit Card,8.43
TX003005,2023-01-31 09:41:20,52,Female,Karnataka,Kolkata,Ring,2.09,SI2,G,143191.93,Online,9.7
TX003006,2023-01-31 18:02:08,45,Male,Tamil Nadu,Mumbai,Ring,2.41,SI2,D,96186.61,Credit Card,11.2
TX003007,2023-01-31 08:25:14,58,Male,Delhi,Delhi,Bracelet,1.62,VVS1,F,222074.63,Online,9.89
TX003008,2023-01-31 22:11:10,46,Male,West Bengal,Bengaluru,Bracelet,2.2,VVS2,E,323482.16,Debit Card,0.66
TX003009,2023-01-31 16:52:30,36,Male,West Bengal,Bengaluru,Ring,1.36,VVS2,F,290440.2,Cash,1.21
TX003010,2023-01-31 19:33:48,55,Male,Delhi,Ahmedabad,Earring,1.59,VVS1,E,77386.78,Credit Card,9.8
TX003011,2023-01-31 07:19:55,41,Male,West Bengal,Ahmedabad,Bracelet,2.53,VVS1,D,103889.61,Credit Card,1.56
TX003012,2023-01-31 03:41:59,46,Male,Karnataka,Kolkata,Necklace,2.59,VVS2,G,93656.27,Online,4.32
TX003013,2023-01-31 07:23:19,31,Male,Tamil Nadu,Chennai,Bracelet,1.73,VVS1,E,102652.11,Cash,6.79
TX003014,2023-01-31 05:03:43,42,Male,Delhi,Mumbai,Ring,0.89,SI2,D,252167.37,Cash,12.23
TX003015,2023-01-31 05:59:11,39,Male,Delhi,Delhi,Bracelet,1.27,SI2,G,88125.53,Cash,12.56
TX003016,2023-01-31 22:03:17,45,Female,West Bengal,Ahmedabad,Necklace,2.3,VVS1,F,339108.15,Cash,4.31
TX003017,2023-01-31 11:42:16,43,Female,Gujarat,Mumbai,Bracelet,2.51,VVS1,F,216382.47,Online,0.69
TX003018,2023-01-31 01:58:50,33,Female,Tamil Nadu,Kolkata,Necklace,2.84,SI1,G,110380.06,Cash,22.5
TX003019,2023-01-31 06:53:03,28,Male,Gujarat,Mumbai,Earring,0.51,VVS2,E,270969.38,Cash,14.7
TX003020,2023-01-31 11:10:59,47,Female,Tamil Nadu,Delhi,Bracelet,2.54,VVS2,F,173067.4,Online,12.98
TX003021,2023-01-31 23:36:21,59,Female,Gujarat,Bengaluru,Necklace,2.52,SI2,F,329532.12,Online,5.07
TX003022,2023-01-31 16:01:44,55,Male,West Bengal,Mumbai,Bracelet,1.59,VVS1,G,372887.84,Cash,10.68
TX003023,2023-01-31 01:27:04,37,Female,Maharashtra,Mumbai,Earring,2.25,VVS1,D,186176.35,Credit Card,2.98
TX003024,2023-01-31 19:18:37,42,Female,Delhi,Kolkata,Bracelet,2.89,SI2,F,365234.63,Cash,8.72
TX003025,2023-01-31 02:30:58,45,Male,Maharashtra,Chennai,Ring,2.67,VVS2,D,292943.77,Credit Card,4.72
TX003026,2023-01-31 17:00:21,33,Male,Karnataka,Delhi,Bracelet,0.9,VVS2,D,86662.86,Credit Card,10.12
TX003027,2023-01-31 02:17:11,38,Male,Maharashtra,Delhi,Necklace,2.22,VVS1,D,227952.02,Credit Card,10.26
TX003028,2023-01-31 06:11:08,36,Male,Gujarat,Kolkata,Necklace,2.94,VVS2,F,309300.82,Cash,7.87
TX003029,2023-01-31 14:03:26,44,Female,Tamil Nadu,Chennai,Ring,0.91,SI2,E,174673.81,Cash,11.47
TX003030,2023-01-31 10:12:36,33,Female,Maharashtra,Kolkata,Bracelet,0.86,VVS2,D,158396.9,Debit Card,15.74
TX003031,2023-01-31 17:09:43,50,Male,West Bengal,Chennai,Earring,2.22,SI2,F,223044.11,Cash,12.86
TX003032,2023-01-31 13:14:27,30,Female,West Bengal,Mumbai,Bracelet,1.33,SI2,G,174444.21,Cash,23.94
TX003033,2023-01-31 11:18:29,56,Male,Delhi,Bengaluru,Earring,2.45,VVS2,E,195813.81,Credit Card,17.57
TX003034,2023-01-31 09:39:40,32,Female,Karnataka,Delhi,Necklace,2.76,SI2,G,342108.98,Online,14.82
TX003035,2023-01-31 21:11:21,28,Female,Tamil Nadu,Kolkata,Earring,2.51,SI2,G,239325.63,Cash,2.67
TX003036,2023-01-31 15:39:29,60,Male,West Bengal,Mumbai,Ring,2.8,SI1,E,91698.55,Online,14.36
TX003037,2023-01-31 19:48:45,56,Male,Tamil Nadu,Delhi,Ring,2.74,VVS1,F,70322.18,Cash,13.59
TX003038,2023-01-31 04:30:25,53,Male,West Bengal,Chennai,Necklace,2.7,SI1,E,196409.14,Cash,7.14
TX003039,2023-01-31 05:32:33,27,Female,Delhi,Bengaluru,Ring,2.91,SI2,G,111381.49,Cash,11.81
TX003040,2023-01-31 01:52:39,34,Male,Karnataka,Kolkata,Bracelet,0.59,VVS2,D,278614.4,Debit Card,2.02
TX003041,2023-01-31 12:57:40,60,Female,Delhi,Bengaluru,Necklace,1.08,SI1,F,259404.83,Debit Card,11.57
TX003042,2023-01-31 06:59:37,36,Male,Tamil Nadu,Chennai,Bracelet,1.01,SI2,D,87334.74,Credit Card,10.7
TX003043,2023-01-31 16:03:00,48,Male,Karnataka,Bengaluru,Earring,1.89,SI2,D,391816.08,Cash,7.19
TX003044,2023-01-31 18:36:04,48,Male,Maharashtra,Ahmedabad,Earring,0.84,SI1,G,60741.37,Debit Card,5.36
TX003045,2023-01-31 19:36:24,31,Female,Maharashtra,Ahmedabad,Bracelet,1.36,SI1,G,284812.09,Credit Card,4.74
TX003046,2023-01-31 10:34:24,49,Female,Delhi,Ahmedabad,Bracelet,1.15,SI1,D,200445.45,Cash,22.67
TX003047,2023-01-31 14:19:57,40,Male,West Bengal,Chennai,Ring,1.42,SI1,D,149826.23,Online,19.94
TX003048,2023-01-31 20:03:50,60,Female,West Bengal,Bengaluru,Bracelet,1.72,VVS2,D,81918.72,Credit Card,13.6
TX003049,2023-01-31 13:16:13,53,Female,Tamil Nadu,Mumbai,Earring,1.17,VVS2,F,139211.21,Credit Card,6.73
TX003050,2023-01-31 16:30:35,59,Male,Tamil Nadu,Chennai,Ring,1.87,SI1,D,86931.87,Credit Card,11.8
TX003051,2023-01-31 15:35:58,34,Male,Maharashtra,Ahmedabad,Ring,2.86,VVS2,G,313064.43,Online,18.17
TX003052,2023-01-31 21:45:03,58,Female,Maharashtra,Kolkata,Ring,2.2,SI2,D,174588.4,Online,8.35
TX003053,2023-01-31 06:41:27,57,Female,Maharashtra,Chennai,Earring,2.75,SI2,F,228971.11,Credit Card,9.41
TX003054,2023-01-31 18:06:59,51,Female,Maharashtra,Delhi,Bracelet,2.74,VVS2,G,202109.77,Debit Card,9.66
TX003055,2023-01-31 11:40:52,56,Male,Delhi,Kolkata,Ring,1.53,SI2,G,113420.6,Cash,7.01
TX003056,2023-01-31 16:32:36,27,Male,Karnataka,Ahmedabad,Ring,2.2,SI1,E,239921.0,Online,15.84
TX003057,2023-01-31 14:58:05,45,Male,Tamil Nadu,Bengaluru,Ring,2.88,SI2,E,57349.49,Debit Card,7.97
TX003058,2023-01-31 03:22:59,46,Female,Tamil Nadu,Mumbai,Earring,1.3,SI1,G,238037.64,Debit Card,18.85
TX003059,2023-01-31 08:05:14,31,Male,Tamil Nadu,Kolkata,Earring,1.75,VVS2,E,269263.35,Debit Card,2.59
TX003060,2023-01-31 05:51:57,56,Male,Tamil Nadu,Kolkata,Bracelet,1.22,VVS1,D,182894.09,Credit Card,13.62
TX003061,2023-01-31 00:58:11,30,Male,Karnataka,Mumbai,Ring,2.43,SI1,F,177861.65,Credit Card,13.76
TX003062,2023-01-31 17:10:41,50,Female,Maharashtra,Mumbai,Bracelet,1.73,VVS2,F,172393.93,Online,8.69
TX003063,2023-01-31 23:43:47,27,Male,Delhi,Delhi,Earring,0.79,SI1,G,105176.46,Debit Card,6.22
TX003064,2023-01-31 15:15:10,54,Female,Tamil Nadu,Kolkata,Necklace,1.96,VVS1,D,191535.01,Online,13.88
TX003065,2023-01-31 03:23:27,29,Female,Tamil Nadu,Delhi,Earring,1.85,VVS2,F,304047.39,Cash,16.04
TX003066,2023-01-31 17:03:25,59,Male,West Bengal,Chennai,Ring,0.81,SI1,G,286669.96,Cash,13.88
TX003067,2023-01-31 16:39:36,58,Female,Maharashtra,Delhi,Earring,0.86,SI2,D,232948.42,Credit Card,14.5
TX003068,2023-01-31 08:57:17,62,Female,Maharashtra,Bengaluru,Earring,1.85,VVS1,E,170633.69,Online,13.85
TX003069,2023-01-31 12:11:39,33,Female,Gujarat,Chennai,Necklace,2.77,VVS1,E,271041.68,Credit Card,7.23
TX003070,2023-01-31 01:03:38,37,Female,Karnataka,Bengaluru,Earring,1.66,SI1,D,156781.01,Online,3.36
TX003071,2023-01-31 21:25:15,46,Male,Karnataka,Chennai,Necklace,0.92,VVS2,D,61396.9,Debit Card,6.04
TX003072,2023-01-31 04:03:28,45,Female,Maharashtra,Chennai,Necklace,1.8,SI1,D,70001.0,Online,8.37
TX003073,2023-01-31 09:30:45,61,Female,Karnataka,Kolkata,Bracelet,1.19,VVS2,D,195904.16,Cash,8.27
TX003074,2023-01-31 09:38:53,59,Male,Karnataka,Mumbai,Earring,0.96,VVS2,G,320747.72,Cash,22.14
TX003075,2023-01-31 13:19:18,36,Female,Tamil Nadu,Delhi,Earring,1.14,SI2,G,133757.12,Cash,7.09
TX003076,2023-01-31 04:01:02,41,Male,Delhi,Chennai,Bracelet,0.53,VVS1,F,172965.4,Debit Card,0.12
TX003077,2023-01-31 18:39:08,34,Male,Karnataka,Ahmedabad,Necklace,1.56,SI2,G,155460.69,Online,7.86
TX003078,2023-01-31 12:12:17,30,Male,West Bengal,Delhi,Necklace,1.51,SI2,F,232123.04,Online,12.35
TX003079,2023-01-31 12:09:01,63,Female,Tamil Nadu,Delhi,Earring,2.59,SI1,D,100650.52,Online,5.2
TX003080,2023-01-31 23:32:46,26,Female,Gujarat,Kolkata,Ring,1.31,VVS1,F,190700.41,Cash,11.13
TX003081,2023-01-31 09:55:13,36,Female,Delhi,Delhi,Earring,2.75,VVS2,F,95218.02,Credit Card,4.72
TX003082,2023-01-31 10:18:52,47,Female,Gujarat,Delhi,Necklace,1.54,SI2,G,259349.76,Cash,17.38
TX003083,2023-01-31 17:47:02,41,Male,West Bengal,Mumbai,Necklace,2.66,VVS1,E,230355.61,Debit Card,24.7
TX003084,2023-01-31 16:55:30,32,Male,Tamil Nadu,Delhi,Necklace,1.84,VVS2,D,262460.32,Credit Card,11.99
TX003085,2023-01-31 02:27:33,38,Female,Delhi,Mumbai,Bracelet,1.03,VVS1,E,237536.84,Cash,14.96
TX003086,2023-01-31 11:25:19,47,Female,Maharashtra,Chennai,Bracelet,2.26,VVS2,E,129298.78,Debit Card,8.73
TX003087,2023-01-31 10:33:02,57,Male,Delhi,Bengaluru,Bracelet,1.83,VVS2,G,55035.49,Debit Card,10.32
TX003088,2023-01-31 01:01:23,43,Male,Gujarat,Delhi,Ring,2.03,VVS2,D,113667.6,Debit Card,14.16
TX003089,2023-01-31 09:24:56,36,Male,Tamil Nadu,Kolkata,Earring,2.27,VVS2,F,243244.43,Cash,1.61
TX003090,2023-01-31 01:50:58,55,Male,Karnataka,Delhi,Earring,2.29,SI1,D,270649.84,Debit Card,0.91
TX003091,2023-01-31 12:17:17,43,Female,Gujarat,Ahmedabad,Bracelet,2.19,VVS1,G,298857.06,Credit Card,1.25
TX003092,2023-01-31 03:00:49,60,Male,West Bengal,Bengaluru,Necklace,0.91,VVS1,G,400978.62,Online,6.12
TX003093,2023-01-31 02:53:57,59,Female,Gujarat,Kolkata,Bracelet,1.53,SI1,F,182597.19,Cash,10.42
TX003094,2023-01-31 14:50:04,30,Male,Karnataka,Ahmedabad,Earring,1.23,SI1,F,357829.33,Credit Card,3.85
TX003095,2023-01-31 16:51:47,45,Female,Gujarat,Mumbai,Ring,1.05,VVS2,D,116730.48,Online,14.38
TX003096,2023-01-31 07:20:55,35,Female,Karnataka,Bengaluru,Earring,0.6,SI2,E,263269.77,Online,13.0
TX003097,2023-01-31 04:18:01,46,Male,Maharashtra,Mumbai,Bracelet,1.53,SI1,F,273560.25,Debit Card,11.39
TX003098,2023-01-31 03:31:00,35,Female,Karnataka,Ahmedabad,Necklace,1.34,VVS1,F,247873.05,Online,4.27
TX003099,2023-01-31 04:21:01,48,Male,Tamil Nadu,Chennai,Ring,2.1,SI1,G,195403.69,Cash,5.49
TX003100,2023-01-31 15:11:21,52,Female,Gujarat,Kolkata,Bracelet,0.54,VVS2,E,166393.98,Cash,0.04
TX003101,2023-02-01 14:39:43,55,Female,Tamil Nadu,Ahmedabad,Earring,1.21,VVS2,G,388570.57,Debit Card,14.67
TX003102,2023-02-01 20:49:48,28,Male,Karnataka,Mumbai,Bracelet,2.69,VVS2,F,103934.31,Online,12.43
TX003103,2023-02-01 04:41:58,50,Male,Gujarat,Chennai,Bracelet,1.48,VVS1,D,375375.56,Cash,2.08
TX003104,2023-02-01 15:07:11,60,Male,Karnataka,Ahmedabad,Bracelet,1.78,VVS1,F,420433.12,Online,4.17
TX003105,2023-02-01 11:06:15,42,Female,Delhi,Delhi,Ring,2.61,SI2,D,216514.22,Online,9.73
TX003106,2023-02-01 03:59:09,30,Male,Maharashtra,Delhi,Ring,1.64,VVS2,D,159929.93,Online,4.1
TX003107,2023-02-01 23:02:40,34,Male,Karnataka,Ahmedabad,Bracelet,1.44,SI2,D,55639.47,Cash,8.25
TX003108,2023-02-01 08:44:11,50,Female,Maharashtra,Bengaluru,Bracelet,2.1,SI2,F,295400.69,Cash,10.46
TX003109,2023-02-01 20:14:43,39,Female,Delhi,Ahmedabad,Necklace,0.63,SI2,D,382376.46,Debit Card,6.39
TX003110,2023-02-01 12:17:04,48,Female,Delhi,Ahmedabad,Necklace,2.75,SI2,D,181487.11,Cash,7.15
TX003111,2023-02-01 03:15:54,49,Male,Maharashtra,Delhi,Bracelet,1.37,VVS2,G,191534.02,Debit Card,3.75
TX003112,2023-02-01 13:43:38,35,Female,Tamil Nadu,Mumbai,Necklace,2.52,VVS2,G,104357.2,Online,12.17
TX003113,2023-02-01 05:56:53,61,Female,Tamil Nadu,Mumbai,Necklace,2.04,VVS1,E,251147.7,Cash,16.42
TX003114,2023-02-01 20:35:56,37,Female,Tamil Nadu,Chennai,Ring,2.18,SI2,F,87388.61,Cash,3.33
TX003115,2023-02-01 13:37:18,47,Female,Maharashtra,Ahmedabad,Earring,1.88,SI2,G,283492.4,Debit Card,0.92
TX003116,2023-02-01 16:18:07,51,Female,Gujarat,Delhi,Necklace,0.65,VVS1,F,128911.38,Credit Card,12.02
TX003117,2023-02-01 19:58:00,35,Male,West Bengal,Bengaluru,Necklace,2.95,VVS1,F,290242.52,Debit Card,6.53
TX003118,2023-02-01 03:03:27,54,Female,West Bengal,Kolkata,Ring,1.67,VVS2,F,293238.86,Online,2.12
TX003119,2023-02-01 14:57:07,35,Male,Gujarat,Kolkata,Ring,2.61,VVS2,E,182663.63,Online,3.43
TX003120,2023-02-01 01:55:27,49,Male,Delhi,Bengaluru,Earring,1.7,SI1,E,94847.01,Debit Card,5.36
TX003121,2023-02-01 01:14:36,50,Female,Maharashtra,Ahmedabad,Necklace,0.63,SI1,D,326932.35,Credit Card,14.84
TX003122,2023-02-01 18:52:52,36,Female,Tamil Nadu,Mumbai,Ring,1.27,SI1,D,248409.64,Debit Card,2.69
TX003123,2023-02-01 19:45:22,30,Female,Gujarat,Mumbai,Earring,1.9,SI2,F,259035.33,Debit Card,20.92
TX003124,2023-02-01 18:47:34,60,Female,Gujarat,Kolkata,Bracelet,2.86,VVS2,D,246382.45,Credit Card,7.88
TX003125,2023-02-01 13:08:40,44,Female,Delhi,Delhi,Bracelet,1.03,SI2,D,248773.93,Online,17.11
TX003126,2023-02-01 00:42:42,43,Male,Delhi,Bengaluru,Earring,2.45,SI2,E,313681.89,Credit Card,14.25
TX003127,2023-02-01 16:01:06,53,Female,Delhi,Delhi,Earring,1.5,SI2,D,273820.06,Cash,15.72
TX003128,2023-02-01 11:11:36,64,Female,Karnataka,Ahmedabad,Earring,0.89,SI1,G,282760.63,Debit Card,10.59
TX003129,2023-02-01 23:27:54,33,Female,Maharashtra,Chennai,Ring,2.24,VVS2,D,285828.21,Debit Card,3.0
TX003130,2023-02-01 01:35:08,33,Female,Karnataka,Ahmedabad,Earring,2.45,VVS1,F,230570.85,Credit Card,14.67
TX003131,2023-02-01 04:58:08,31,Female,West Bengal,Kolkata,Ring,2.85,VVS2,E,181581.42,Credit Card,10.11
TX003132,2023-02-01 13:11:35,37,Female,Gujarat,Bengaluru,Ring,2.98,VVS2,D,288613.54,Debit Card,22.11
TX003133,2023-02-01 19:47:23,64,Female,Gujarat,Bengaluru,Ring,2.02,VVS1,E,357458.6,Cash,11.18
TX003134,2023-02-01 09:40:08,53,Female,Gujarat,Bengaluru,Ring,2.4,VVS1,D,441217.79,Online,24.63
TX003135,2023-02-01 18:28:44,51,Female,Delhi,Mumbai,Bracelet,2.45,VVS2,D,321296.5,Credit Card,14.79
TX003136,2023-02-01 21:30:21,36,Male,Gujarat,Mumbai,Bracelet,2.82,SI2,F,93349.25,Credit Card,12.59
TX003137,2023-02-01 17:47:16,56,Female,West Bengal,Chennai,Ring,1.06,VVS2,F,292308.9,Credit Card,12.17
TX003138,2023-02-01 10:42:17,58,Female,Delhi,Chennai,Earring,1.91,SI1,E,202845.49,Online,9.8
TX003139,2023-02-01 04:00:21,47,Male,Gujarat,Delhi,Earring,0.56,SI2,F,286293.56,Debit Card,11.29
TX003140,2023-02-01 02:46:58,56,Male,Gujarat,Delhi,Necklace,2.79,VVS1,D,275173.71,Credit Card,9.77
TX003141,2023-02-01 22:57:00,58,Male,Gujarat,Bengaluru,Ring,1.65,SI2,F,325506.35,Debit Card,0.18
TX003142,2023-02-01 19:48:45,34,Female,Karnataka,Mumbai,Necklace,2.61,VVS1,G,226760.24,Online,4.33
TX003143,2023-02-01 01:28:15,44,Male,Delhi,Chennai,Earring,2.83,VVS2,D,141196.56,Online,14.82
TX003144,2023-02-01 01:29:45,42,Female,Maharashtra,Ahmedabad,Ring,0.91,SI2,F,207948.76,Debit Card,10.56
TX003145,2023-02-01 03:39:06,25,Female,Maharashtra,Bengaluru,Bracelet,1.08,VVS1,G,264139.39,Debit Card,7.11
TX003146,2023-02-01 18:35:49,32,Male,Gujarat,Delhi,Necklace,1.0,VVS2,D,287538.82,Credit Card,8.04
TX003147,2023-02-01 00:30:25,42,Female,West Bengal,Bengaluru,Necklace,1.95,SI2,D,239072.63,Cash,17.95
TX003148,2023-02-01 12:04:40,63,Female,Maharashtra,Kolkata,Necklace,1.26,VVS1,G,201604.11,Debit Card,3.91
TX003149,2023-02-01 03:02:00,33,Male,Maharashtra,Kolkata,Earring,2.78,VVS1,F,434372.26,Cash,9.3
TX003150,2023-02-01 05:57:19,42,Female,Karnataka,Mumbai,Bracelet,1.01,VVS1,F,374042.89,Debit Card,3.37
TX003151,2023-02-01 04:03:10,42,Male,Maharashtra,Bengaluru,Earring,2.92,VVS1,G,106369.33,Credit Card,4.91
